Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-3-IND-TST.A","        India","606.27051","716.50149","1521.18781","507.06261","639.33979","2237.6893","2314.851","3273.86069","4078.547","4861.18709","6664.56626","5811.37832","7159.50345","8079.93231","11635.98436","13792.10272","14522.93425","18121.97641","18226.69585","21715.507","23071.3483","25167.97296","28114.45121","30433.23098","35042.47812","45420.73957","52654.10671","65331.64696","71052.03095","100730.45725","124042.23595","141832.72523","176537.51257","200091.20084682648","247368.74803271372","243543.5220171909","217085.79337397515","219434.3399344898","246820.28489333214"
"INTL.7-3-IDN-TST.A","        Indonesia","47.829330005","51.378770004","54.917190003","58.462956669","422.86871996","820.9354","853.832044337","1044.538523317","1235.245002092","1196.006349919","1369.57792173","912.989128328","771.4805175","629.971906622","457.590807528","455.931412442","454.27201726","425.259420914","360.781984437","393.087651503","340.418865244","311.732671641","283.046478123","254.360284552","107.125792734","108.223693495","122.006977723","74.443403543","117.871110609","75.843337239","60.8805813","46.791957192","85.74428566","672.271311264","2692.192656518","3315.675727431","4297.831733317","4797.64048055248","5906.03264022167"
"INTL.7-3-IRN-TST.A","        Iran","945.78198","647.05597","1094.59383","970.0328","472.89099","372.58078","397.93391","348.32996","322.97683","223.76893","249.12206","720.91074","720.91074","779.33317","630.52132","522.49494","679.02296","755.08235","776.02624","804.6863","766.10545","763.90083","719.80843","679.02296","508.16491","573.2012","615.08898","429.9009","157.63033","11.0231","56.21781","78.26401","100.31021","146.63085","154.3234","437.61707","368.17154","260.9704",""
"INTL.7-3-IRQ-TST.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-IRL-TST.A","        Ireland","1309.54428","1420.87759","1364.65978","1571.89406","1536.62014","2114.23058","2895.76837","3239.68909","3818.40184","3671.79461","3440.30951","3527.392","3424.87717","3258.42836","2717.19415","3207.7221","3136.07195","3379.68246","3216.54058","2678.6133","3068.83104","3380.78477","3223.15444","3014.81785","3302.52076","3390.70556","2950.88387","2567.27999","2837.34594","2314.851","1784.63989","2547.43841","2451.53744","2626.80473","2175.95994","2638.93014","2107.61672","2189.19026166","1471.0040349399999"
"INTL.7-3-ISR-TST.A","        Israel","0","397.93391","1092.38921","2354.53416","2942.06539","3376.37553","3399.52404","3877.92658","3897.76816","4073.03545","4407.03538","4322.15751","5987.74792","5931.53011","6747.23951","7815.3779","7888.13036","9704.73724","10621.85916","10579.97138","10931.60827","12587.27789","14050.04326","13552.90145","14110.67031","13982.80235","14061.06636","14870.1619","14080.90794","13054.65733","13569.4361","13751.31725","15399.2707","14126.10265","12148.55851","12171.70702","9694.82797145","9387.28311596","8511.1780182"
"INTL.7-3-ITA-TST.A","        Italy","19065.55376","20928.45766","21812.51028","19086.49765","22577.51342","24649.85622","22762.7015","23607.07096","21878.64888","22885.05791","22683.33518","21892.97891","19616.70876","15783.97689","17545.46827","20391.63269","18254.2536","16877.46841","18277.40211","19094.21382","20973.65237","21527.01199","21187.50051","22674.5167","27199.49925","26629.60498","27160.9184","27510.35067","27671.28793","21493.94269","24374.27872","25872.31801","27007.69731","22197.21647","21970.14061","21642.75454","19040.657196881206","17767.40424365808","16323.61669125825"
"INTL.7-3-JAM-TST.A","        Jamaica","0","0","0","0","0","0","0","0","0","46.29708","55.1155","66.1386","44.0924","51.80857","58.42243","60.62705","70.54784","73.85477","78.26401","79.36632","68.894375","58.42243","97.00328","93.69635","72.75246","66.1386","30.86468","39.68316","84.87787","36.37623","30.423756","78.925396","103.396678","104.71945","103.61714","119.04948","103.61714","134.48182",""
"INTL.7-3-JPN-TST.A","        Japan","75585.3967","85933.88298","86569.91585","82811.03875","96151.19437","103009.76719","99640.00552","100217.61596","111598.96671","111894.38579","118662.56919","123954.7595","122316.72684","124098.0598","133659.49674","140250.20823","143396.20097","149766.45046","142927.71922","152269.79647","166214.01797","170981.50872","179324.89311","185624.59476","202369.78597","195847.4177","197716.93546","206807.68603","204503.85813","181413.77056","205779.2308","193370.52713","202671.81891","211162.20074774","207635.41501823996","210159.96616570998","209162.34916026998","212531.24000536997","208699.80555423998"
"INTL.7-3-JOR-TST.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03010629072","1.6093726","0.8598018","0.110231","0.32660232759","0.21507501103","0.10354769447","0.07495708","0.08799410037","1.17416628197","2.36205522113","1.59924678034","0.83643833955","1.67811595853","6.1932074809","2.38794848303","18.23072809998","166.84013225462","378.17374110505","329.54343507261","291.89813541119","243.72780570479","224.7336496658","207.29815",""
"INTL.7-3-KAZ-TST.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","4695.84975","2726.01938","459.66484","101.80383","46.5263","65.04191","99.30826","133.57462","251.66984","228.53752","216.08813","353.77383","418.51917","483.26453","330.35617","392.02411","322.34428","296.57119","137.66879","14.00814","9.29753","3.11877","2.56699","2.34299","0.39077","0.13524","0.35330380318199994"
"INTL.7-3-KEN-TST.A","        Kenya","17.63698","100.31033","50.70632","35.27396","90.38953","99.20802","93.69647","102.51496","125.66349","145.5051","167.55133","145.5051","174.1652","144.40279","135.5843","171.96057","158.73284","162.03977","132.27736","127.86812","117.94732","117.94732","176.36982","165.3467","192.90449","159.83515","213.8484","196.21142","195.10911","149.32498963503","260.16796789621","368.64542086438","378.09233","417.77549","518.0857","548.95038","541.2342","510.36952",""
"INTL.7-3-KIR-TST.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-XKS-TST.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","28.6601","22.04623","81.57104","91.49184","91.49184","26.45544","17.63696","15.43234","4.11846054279","12.20808","10.99884918"
"INTL.7-3-KWT-TST.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02084027286","0.0767538453","0.13621575363","0.07699304657","0.12387098394","0.62384683295","1.12382268196","0.90845004723","0.57311742444","1.097073476345","1.62102952825","24.72411664008","125.65762562496","290.94475079912","405.7135951022","421.64613692476","387.1088730608","265.07888",""
"INTL.7-3-KGZ-TST.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","1492.52958","1133.17608","1493.63188","551.15568","936.96466","891.76989","892.8722","893.97452","800.27804","378.09281","972.23862","1165.14312","1033.96806","934.76003","882.95141","1245.38529","1074.75358","1349.76219","1234.58721","1141.99316","1365.28021","1405.44525","1274.68631","1388.51212","870.20467","1015.41764","904.57831908092"
"INTL.7-3-LAO-TST.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09273","3.36315","7.65252","8.73151","12.5114","15.19558"
"INTL.7-3-LVA-TST.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","714.29777","608.47589","510.37017","266.75936","234.79233","240.30389","136.68663","136.68662","88.18492","95.9011","112.43577","136.68662","104.71959","127.86813","176.36983","169.54189186","187.03334694","150.21839756","199.90061157","219.20095736","157.37459408","131.17489000000003","93.69635","78.26401","77.8525617694","79.65033568305","89.73323249395999"
"INTL.7-3-LBN-TST.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","122.35641","123.45872","203.92735","244.71282","250.22437","212.194675","195.93089072957","162.03014645915","154.58955395915","147.14896145915","73.8359229183","87.4511710138","86.1824623615","84.9137537092","88.26300403999","91.61225437078","130.68666808252","210.1658954912","280.32239229269","261.6153416246","188.52998409167978","224.46791","177.46954113581","135.9758384859632","128.70793",""
"INTL.7-3-LSO-TST.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-LBR-TST.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-LBY-TST.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-LTU-TST.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","1013.02414","335.10265","566.58804","285.49864","456.35691","288.80559","257.94088","159.83516","144.40281","117.94733","245.81545","325.18187","292.11253","326.28418","437.61765","399.14698","421.41365","236.99696","352.73966","436.51532","352.73966","464.42855613","331.79531","250.22437","287.84356","386.77064797656993","404.87242785275"
"INTL.7-3-LUX-TST.A","        Luxembourg","432.10552","333.99993","311.95373","184.08577","208.33659","219.35969","201.72273","230.38279","181.88115","217.15507","217.15507","223.76893","306.44218","305.33987","346.12534","239.20127","266.75902","213.84814","167.55112","168.65343","189.59732","210.54121","125.66334","94.79866","138.89106","134.48182","162.03957","133.37951","126.76565","114.64024","112.43562","98.10559","90.38942","82.67325","93.69635","80.46863","89.19811530582","74.60764773","69.94818336"
"INTL.7-3-MAC-TST.A","        Macau","0","0","0","0","0","0","0","0","0","0","2.31485","0.03968316","0.05630819942","0.05842243","0.00716942424","1.90909509824","1.52104119277","1.46491754912","1.24282877456","1.02074","1.17396","1.13648","1.05381","1.51127","1.72512","1.34592","1.32608","1.46938","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-3-MDG-TST.A","        Madagascar","11.02311","13.22774","13.22774","12.12542","7.71618","9.149184","12.12542","13.22774","13.778895","14.33005","12.64680263","12.17942319","13.21118535","10.912869","13.22774","9.19877695","10.01260250221","15.0884303031","8.47246158407","3.33965427697","4.107096829","15.58934752485","10.67117210016","13.88091363208","18.35789829775","18.79328319","8.81076383","11.23584583","14.55269662","15.89971944","38.27330551","133.1921173","289.97256629","414.6317","541.88568","302.1763068283","424.54718","212.18478",""
"INTL.7-3-MWI-TST.A","        Malawi","71.65024","52.91095","67.24099","48.5017","45.19477","36.37627","30.86472","30.86472","17.63698","12.12542","19.8416","12.12542","13.22774","16.53467","18.73929","18.73929","18.73929","18.73929","14.21982","12.45612","3.24981490966","4.77474946135","31.12338995238","14.58216467323","28.51138704106","26.66429908494","19.08073697794","12.96571634534","8.30811708386","13.87020579274","12.87470191557","18.817423779","16.78486996076","26.24507736422","21.80911406289","37.36462287536","36.839814296901","42.603",""
"INTL.7-3-MYS-TST.A","        Malaysia","88.1849099999996","200.98222999999928","151.01665999999534","408.3622699999958","449.1246399999975","587.249759999993","444.875230000004","542.3371899999963","604.2462999999974","1984.5021599999657","2610.2732999999503","2352.332440000013","2483.507489999982","1947.7841699999824","2272.966020000042","2198.0088499999574","3096.392610000002","2394.220269999999","2407.4480099999723","2309.342300000002","3397.3236099999503","4659.470119999964","6018.6200200000385","7772.126225000011","9525.632430000049","11182.57395999984","11993.920309999992","14731.289010000386","17004.25502999953","15958.161549999959","21967.50497907411","24239.03782067365","23169.20765709482","25303.5765490262","23517.5891567013","22159.40223030756","26670.8792153568","37541.49601938613","37763.77952162479"
"INTL.7-3-MDV-TST.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MLI-TST.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MLT-TST.A","        Malta","5.2910955","16.97559525","28.660095","57.32019","103.61727","132.277365","160.93746","200.62067","275.57784","261.2477925","300.931","267.86166","225.97383","227.86160310928","229.74937621856","41.613855965","0.75618466","0.00110231","0.87633645","0.53587147185","0.28335650167","0.03007322142","0.001984158","0.005291088","0.2895547908","0.2578082628","0.2260617348","0.27893293164","0.141316142","0.22130306253","0.04707525086","0.00191361016","0.00146056075","0.53800664632","0.00016755112","0.00411823016","0.05609765821","0",""
"INTL.7-3-MTQ-TST.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MRT-TST.A","        Mauritania","6.61387","7.165025","7.71618","8.267335","8.81849","9.369645","7.9917575","6.61387","5.2359825","6.7172103125","6.61387","5.92492625","5.442663125","4.9604","4.064773125","4.40925","3.9315788333333","2.211894183295","1.1132162749425","0.01453836659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MUS-TST.A","        Mauritius","0","0","0","0","27.55778","29.76241","61.72944","34.17165","44.09245","82.67335","88.18491","72.75255","79.36642","69.44562","41.88783","72.75255","41.88783","30.86472","94.79878","142.19817","245.15405","239.9234691193","234.6928882386","307.84262517184","329.2112638749","397.8700421586","709.58732776591","732.0151574087","669.103","617.183369","728.2080322","727.745062","803.9477523","780.766173","850.762858","886.477702","1020.187905","1576.91189","1414.704654"
"INTL.7-3-MEX-TST.A","        Mexico","907.20113","750.67311","745.16156","307.54449","257.94054","650.3629","268.96364","25.35313","88.1848","28.66006","251.32668","27.55775","699.96685","91.49173","320.77221","903.8942","1033.96678","1298.52118","1310.64659","2771.20734","2685.22716","3795.25333","6501.42438","7999.46367","4569.07495","8033.635279999948","8418.341470000008","5924.916250000054","5018.817429999947","6620.473859999978","8666.361220000084","8164.810169999977","7487.99183","8256.53854280843","8024.2070902928","8496.74460254513","9127.35221137183","11466.488105978618","10229.29023135085"
"INTL.7-3-FSM-TST.A","        Micronesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MDA-TST.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","2766.80151","2136.27942","2360.04864","1449.53947","1189.39397","719.80933","555.56493","205.02992","153.22129","154.3236","165.34671","294.31714","203.9276","182.98369","194.0068","199.51836","227.07614","147.70972","199.51836","228.17845","169.75595","285.554948734","160.8266101222","182.9561006658","130.71125290245","219.84347",""
"INTL.7-3-MNG-TST.A","        Mongolia","23.92015700000037","39.68320999999964","55.44626299999967","53.54475074999967","60.475521124999666","67.40629149999967","77.86997492499992","78.61814746249992","79.36632000000009","84.87787000000026","80.46862999999992","93.69634999999994","101.1590229200718","106.52485355185166","111.89068418362255","117.2565148154002","122.6223454471729","110.85628755211862","99.09022965706623","93.23595479616031","47.27700445468022","10.401801707769634","5.38410532704005","0.3664089463099974","0.3539418202100014","0.5159461162900029","0.1720231916699965","0.7040894893999968","0.1863218058350045","0.4314110646999982","0.20062","0.15873","0.28109","0.80408","0.80408","0.80408","0.87475","1.998","2.2876515007499996"
