Report generated on: 09-19-2020 19:43:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","electricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-7-SUN-MK.A","        Former U.S.S.R.","268.549","278.462","286.588","295.839","306.178","315.305","321.93","325.5","338.905","341.934","343.697","341.778","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-7-YUG-MK.A","        Former Yugoslavia","13.9","14.6","15.132","15.632","16.782","17.332","18.1","19.414","20.683","21.521","21.217","21.217","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-7-FRA-MK.A","        France","63.416","70.591","73.613","77.747","84.429","86.311","92.233","97.462","100.535","99.958","103.228","104.165","105.032","107.393","107.047","107.429","109.508","113.38","111.813","113.917","114.87","116.149","116.994","116.571","116.719","115.559","115.519","116.353","117.518","118.941","124.14","126.888","130.482","130.139","130.001","132.18","133.096","133.1","NA",""
"INTL.2-7-GUF-MK.A","        French Guiana","0.031","0.034","0.051","0.06","0.071","0.075","0.089","0.089","0.089","0.095","0.125","0.155","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.17","0.255","0.242","0.242","0.242","0.242","0.242","0.244","0.246","0.247","0.268","0.278","0.284","0.295","0.299","0.3","0.306","0.306","NA",""
"INTL.2-7-PYF-MK.A","        French Polynesia","0.069","0.069","0.074","0.076","0.079","0.079","0.079","0.079","0.079","0.079","0.079","0.079","0.084","0.084","0.084","0.106","0.106","0.132","0.132","0.116","0.1165","0.1377","0.1528","0.177","0.1762","0.1775","0.178","0.226","0.227","0.227","0.227","0.236","0.239","0.242","0.246","0.25","0.261","0.267","NA",""
"INTL.2-7-GAB-MK.A","        Gabon","0.175","0.215","0.22","0.25","0.25","0.261","0.31","0.31","0.31","0.31","0.31","0.31","0.31","0.31","0.316","0.368","0.376","0.388","0.391","0.398","0.403","0.406","0.411","0.414","0.414","0.415","0.415","0.415","0.366","0.415","0.416","0.444","0.464","0.674","0.669","0.672","0.684","0.684","NA",""
"INTL.2-7-GMB-MK.A","        Gambia, The","0.013","0.013","0.013","0.013","0.013","0.013","0.013","0.013","0.013","0.013","0.017","0.029","0.029","0.029","0.029","0.029","0.029","0.029","0.029","0.029","0.029","0.029","0.032","0.035","0.04","0.044","0.048","0.053","0.053","0.062","0.076","0.076","0.077","0.094","0.117","0.119","0.12","0.12","NA",""
"INTL.2-7-GEO-MK.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","4.559","4.558","4.558","4.558","4.382","4.382","4.382","4.354","4.354","4.35","4.35","4.388","4.388","4.27","4.185","4.185","4.212","4.212","4.212","4.212","4.26","3.41","3.55","3.793","3.867","4.107","NA",""
"INTL.2-7-DEU-MK.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","115.08","112.37","112.362","110.438","111.174","109.33","108.622","108.782","107.802","117.771","119.01","124.231","125.159","126.42","128.596","132.2","136.543","143.44","151.99","162.897","168.027","178.4","185.308","197.501","203.419","208.5","214.226","NA",""
"INTL.2-7-DDR-MK.A","        Germany, East","20.187","20.71","21.19","21.179","21.511","21.943","22.059","22.925","22.917","23.41","22.872","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-7-DEUW-MK.A","        Germany, West","82.555","84.695","85.661","87.019","89.896","92.74","95.317","95.528","96.486","98.213","94.345","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-7-GHA-MK.A","        Ghana","1.06","1.06","1.065","1.065","1.185","1.185","1.185","1.185","1.186","1.187","1.187","1.187","1.187","1.187","1.187","1.187","1.187","1.187","1.164","1.164","1.17","1.303","1.578","1.706","1.784","1.754","1.734","1.939","1.988","2.053","2.178","2.185","2.225","3.052","3.053","3.8784","4.0274","4.4264","NA",""
"INTL.2-7-GIB-MK.A","        Gibraltar","0.022","0.023","0.023","0.021","0.021","0.021","0.021","0.027","0.027","0.027","0.027","0.033","0.033","0.033","0.03","0.03","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.038","0.038","0.038","0.038","0.043","0.043","0.043","0.043","0.043","0.043","0.043","0.043","0.043","0.043","NA",""
"INTL.2-7-GRC-MK.A","        Greece","5.324","5.962","5.979","5.988","6.538","7.081","7.476","8.01","8.071","8.296","8.458","8.862","8.912","8.766","8.846","8.865","9.048","9.497","9.928","10.603","10.904","10.992","11.576","12.08","12.431","13.306","13.57","13.686","14.253","14.499","15.184","16.524","17.751","18.855","18.895","18.942","19.165","19.426","NA",""
"INTL.2-7-GRL-MK.A","        Greenland","0.085","0.087","0.088","0.088","0.088","0.088","0.087","0.087","0.087","0.087","0.087","0.094","0.094","0.105","0.106","0.106","0.106","0.106","0.106","0.136","0.136","0.136","0.136","0.136","0.136","0.137","0.137","0.144","0.144","0.174","0.174","0.174","0.172","0.187","0.187","0.187","0.187","0.187","NA",""
"INTL.2-7-GRD-MK.A","        Grenada","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.009","0.009","0.009","0.009","0.012","0.012","0.025","0.025","0.025","0.028","0.027","0.043","0.042","0.032","0.032","0.032","0.032","0.032","0.032","0.05","0.0482","0.0483","0.0504","0.0524","0.0531","0.0531","0.0531","0.0541","0.0541","NA",""
"INTL.2-7-GLP-MK.A","        Guadeloupe","0.115","0.145","0.183","0.2","0.246","0.253","0.26","0.318","0.318","0.315","0.32","0.324","0.328","0.372","0.372","0.393","0.412","0.412","0.413","0.413","0.455","0.457","0.464","0.472","0.439","0.4395","0.444","0.444","0.444","0.455","0.461","0.469","0.522","0.589","0.589","0.609","0.609","0.612","NA",""
"INTL.2-7-GUM-MK.A","        Guam","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.221","0.311","0.344","0.344","0.424","0.464","0.464","0.552","0.552","0.552","0.735","0.735","0.735","0.79","0.552","0.552","0.553","0.553","0.552","0.5521","0.5521","0.5523","0.5528","0.553","0.557","0.56","0.56","NA",""
"INTL.2-7-GTM-MK.A","        Guatemala","0.5","0.497","0.717","0.735","0.769","0.769","0.771","0.771","0.696","0.696","0.751","0.751","0.751","0.821","0.836","0.836","0.974","0.974","1.15","1.29","1.828","1.868","1.886","2.163","1.987","2.329","2.42","2.44","2.634","2.755","2.774","2.912","2.878","3.142","3.418","4.017","4.538","4.6","NA",""
"INTL.2-7-GIN-MK.A","        Guinea","0.166","0.166","0.166","0.166","0.166","0.176","0.176","0.176","0.176","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.195","0.347","0.347","0.347","0.347","0.337","0.337","0.331","0.339","0.393","0.397","0.409","0.362","0.375","0.394","0.311","0.561","0.561","0.561","NA",""
"INTL.2-7-GNB-MK.A","        Guinea-Bissau","0.007","0.007","0.007","0.007","0.007","0.007","0.008","0.008","0.01","0.011","0.011","0.011","0.011","0.011","0.011","0.011","0.021","0.021","0.021","0.021","0.021","0.021","0.021","0.022","0.022","0.022","0.022","0.022","0.026","0.026","0.026","0.027","0.027","0.027","0.028","0.0283","0.0283","0.0283","NA",""
"INTL.2-7-GUY-MK.A","        Guyana","0.163","0.172","0.168","0.168","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.114","0.302","0.302","0.301","0.319","0.319","0.326","0.326","0.322","0.322","0.323","0.324","0.28","0.312","0.3134","0.319","0.319","0.324","0.351","0.359","0.35","0.343","0.34",""
"INTL.2-7-HTI-MK.A","        Haiti","0.126","0.126","0.126","0.126","0.126","0.146","0.146","0.153","0.153","0.153","0.137","0.137","0.145","0.145","0.145","0.145","0.155","0.155","0.241","0.24","0.24","0.244","0.244","0.244","0.244","0.244","0.244","0.244","0.244","0.24","0.267","0.267","0.2674","0.323","0.32","0.333","0.336","0.344","0.353",""
"INTL.2-7-HITZ-MK.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-7-HND-MK.A","        Honduras","0.224","0.244","0.243","0.285","0.285","0.285","0.285","0.29","0.29","0.36","0.584","0.584","0.584","0.599","0.599","0.61","0.635","0.737","0.768","0.866","0.912","0.926","1.063","1.071","1.309","1.527","1.548","1.569","1.473","1.472","1.476","1.61","1.62","1.691","1.78","2.217","2.444","2.565","2.652",""
"INTL.2-7-HKG-MK.A","        Hong Kong","3.342","3.606","4.032","4.734","5.268","5.58","5.953","6.614","7.453","7.456","8.342","8.387","8.932","9.037","10.323","10.096","10.092","10.876","11.312","11.312","11.568","11.568","11.606","11.683","11.683","11.804","12.381","12.645","12.625","12.625","12.625","12.625","12.625","12.625","12.625","12.625","12.65","12.492","12.282",""
"INTL.2-7-HUN-MK.A","        Hungary","5.392","5.395","5.454","5.834","6.16","6.165","6.6","6.824","7.072","7.068","7.11","7.054","7.143","7.266","7.179","7.263","7.395","7.393","7.73","7.725","8.16","8.282","8.403","8.2","8.522","8.475","8.509","8.546","8.617","8.816","8.882","9.543","9.289","8.307","8.556","8.523","8.647","8.746","NA",""
"INTL.2-7-ISL-MK.A","        Iceland","0.68","0.762","0.903","0.903","0.904","0.905","0.907","0.909","0.91","0.914","0.898","0.924","1.023","1.025","1.032","1.03","1.03","1.07","1.104","1.163","1.383","1.46","1.506","1.507","1.508","1.538","1.725","2.363","2.574","2.571","2.579","2.669","2.656","2.765","2.766","2.772","2.772","2.823","NA",""
"INTL.2-7-IND-MK.A","        India","34.379","37.376","40.719","44.941","49.309","53.522","56.585","61.964","67.769","72.643","75.712","79.158","83.167","88.269","92.865","96.184","97.716","100.287","103.467","108.307","113.326","124.54","129.033","133.806","137.591","146.406","155.556","169.069","174.773","186.884","204.783","233.903","258.365","280.883","309.915","341.439","366.074","388.161","404.379",""
"INTL.2-7-IDN-MK.A","        Indonesia","5.211","5.861","6.43","7.062","7.82","8.604","9.794","10.8","11.951","12.593","12.779","12.879","13.921","15.775","15.653","15.824","16.81","19.785","22.279","21.593","23.051","23.494","23.498","26.991","27.238","29.045","32.212","32.766","32.174","35.11","37.257","41.842","47.224","52.695","54.794","57.286","61.438","62.588","66.57",""
"INTL.2-7-IRN-MK.A","        Iran","11.832","11.908","12.522","13.025","13.404","13.404","13.404","13.404","16.546","17.427","17.952","18.154","19.784","22.688","25.07","26.571","27.35","29.447","30.57","31.395","32.488","34.233","36.44","39.63","42.774","44.439","47.449","50.858","52.964","56.201","61.472","70.2534","74.4274","75.914","74.562","72.962","77.598","77.897","78.362",""
"INTL.2-7-IRQ-MK.A","        Iraq","1.414","1.744","2.33","2.9","3.4","4.1","6.1","8","9.6","9.84","8.972","5.808","7.108","7.15","7.15","7.15","7.15","7.15","5.55","5.55","5.55","5.55","3.24","3.64","7.85","9.327","9.69","9.738","13.318","14.623","14.411","14.203","12.703","15.683","25.87","31.388","32.45","32.87","33.29",""
"INTL.2-7-IRL-MK.A","        Ireland","3.082","3.332","3.417","3.397","3.327","3.195","3.723","3.88","3.814","3.805","3.807","3.811","3.927","3.927","3.904","4.054","4.178","4.233","4.385","4.267","4.711","4.72","5.43","5.645","5.803","6.175","6.446","7.407","7.229","7.433","8.31","8.588","8.528","8.864","9.154","9.567","9.905","10.491","NA",""
"INTL.2-7-ISR-MK.A","        Israel","3.127","3.477","3.787","4.137","4.137","4.137","4.142","4.142","4.142","4.142","4.14","4.14","5.84","6.12","6.35","6.925","7.741","7.859","8.33","8.586","9.138","9.688","9.892","10.028","10.268","10.605","11.089","11.569","12.018","12.206","13.023","13.865","14.413","14.985","16.22","17.221","17.585","17.825","NA",""
"INTL.2-7-ITA-MK.A","        Italy","46.245","47.293","49.465","50.935","53.489","55.135","54.646","55.635","56.102","55.69","55.961","57.213","60.962","62.808","63.413","65.16","67.41","69.331","71.193","72.363","75.51","76.093","76.507","78.313","81.534","85.498","89.486","93.622","98.677","101.569","106.61","118.801","124.599","124.515","121.747","116.964","114.162","114.241","NA",""
"INTL.2-7-JAM-MK.A","        Jamaica","0.74","0.74","0.74","0.699","0.732","0.732","0.74","0.732","0.732","0.732","0.736","0.736","0.736","1.186","1.186","1.186","1.186","1.293","1.292","1.292","1.429","1.429","1.132","1.173","1.194","1.192","1.192","1.192","1.194","1.189","0.94","0.871","0.943","0.976","0.978","0.981","1.062","1.09","NA",""
"INTL.2-7-JPN-MK.A","        Japan","142.766","150.205","153.671","159.575","164.035","168.036","173.468","177.629","180.828","185.76","193.681","198.288","204.507","212.095","219.607","224.747","233.864","240.046","247.681","250.975","258.355","261.536","266.145","269.049","273.841","275.916","277.728","278.203","280.885","283.649","286.883","289.565","294.673","300.921","268.856","278.054","293.166","299.544","NA",""
"INTL.2-7-JOR-MK.A","        Jordan","0.522","0.642","0.572","0.7","0.712","0.986","0.984","0.984","1.052","1.048","1.048","1.048","1.048","1.006","1.066","1.126","1.26","1.276","1.65","1.654","1.662","1.662","1.7901","1.7902","1.9073","1.9064","2.102","2.198","2.536","2.617","3.051","3.421","3.4211","3.7201","4.2042","4.385","4.765","4.879","NA",""
"INTL.2-7-KAZ-MK.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","18.862","18.626","19.117","19.056","17.484","17.46","17.448","16.306","18.096","17.28","16.695","16.703","16.756","16.919","17.105","17.438","17.448","17.458","18.901","19.109","19.345","19.4298","19.5784","21.5094","22.4554","22.119","NA",""
"INTL.2-7-KEN-MK.A","        Kenya","0.526","0.526","0.514","0.514","0.514","0.514","0.53","0.53","0.674","0.677","0.784","0.76","0.76","0.76","0.763","0.764","0.764","0.817","0.822","0.971","1.078","1.271","1.181","1.237","1.349","1.41035","1.43435","1.27135","1.33835","1.36835","1.528","1.692","1.733","1.857","2.217","2.414","2.407","2.398","NA",""
"INTL.2-7-KIR-MK.A","        Kiribati","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.0045","0.0046","0.0046","0.0036","0.005","0.005","0.005","0.007","0.007","0.007","0.0054","0.0054","0.0055","0.0065","0.0068","0.01","0.011","0.011","NA",""
"INTL.2-7-XKS-MK.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.521","1.521","1.524","1.525","1.525","1.525","1.525","1.5661","1.6","1.64","NA",""
"INTL.2-7-KWT-MK.A","        Kuwait","2.846","3.446","4.03","5.23","5.23","5.23","5.53","6.856","7.578","7.602","7.473","6.908","6.968","6.988","6.988","6.988","6.988","6.992","7.59","8.465","9.365","9.392","9.281","9.856","9.856","10.858","10.858","10.944","11.641","12.579","13.383","14.703","15.349","15.7191","15.721","18.262","18.911","18.784","NA",""
"INTL.2-7-KGZ-MK.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","3.504","3.485","3.554","3.535","3.64","3.637","3.78","3.762","3.759","3.779","3.779","3.72","3.72","3.743","3.728","3.739","3.741","3.741","3.766","3.766","3.86","3.862","3.865","4.046","4.046","4.046","NA",""
"INTL.2-7-LAO-MK.A","        Laos","0.175","0.175","0.225","0.225","0.225","0.225","0.225","0.225","0.225","0.225","0.256","0.256","0.256","0.25","0.32","0.315","0.315","0.432","0.432","0.432","0.639","0.639","0.674","0.723","0.723","0.731","0.731","0.731","0.731","1.855","2.57","2.62","3.0233","3.0703","3.3807","5.921","6.942","6.965","NA",""
"INTL.2-7-LVA-MK.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","2.033","2.039","2.037","2.081","2.084","2.05","2.08","2.086","2.102","2.144","2.182","2.162","2.165","2.175","2.16","2.141","2.165","2.512","2.557","2.5772","2.6582","2.9082","2.9222","2.9312","2.927","2.941","NA",""
"INTL.2-7-LBN-MK.A","        Lebanon","0.668","0.709","0.709","0.819","0.819","0.819","0.819","0.819","1.199","1.22","1.22","1.22","1.22","1.22","1.22","1.22","1.262","1.309","1.344","2.293","2.293","2.294","2.531","2.663","2.663","2.32","2.314","2.314","2.314","2.314","2.3183","2.314","2.263","2.326","2.333","2.339","2.359","2.339","NA",""
"INTL.2-7-LSO-MK.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.075","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.076","0.08","0.08","0.08","0.08","0.08","0.08","0.0804","0.0804","0.0804","0.0804","0.0804","0.0804",""
"INTL.2-7-LBR-MK.A","        Liberia","0.332","0.332","0.332","0.332","0.332","0.332","0.332","0.332","0.332","0.251","0.11","0.11","0.11","0.07","0.07","0.025","0.025","0.025","0.01","0.01","0.002","0.002","0.002","0.002","0.002","0.002","0.005","0.005","0.005","0.005","0.005","0.02","0.02","0.125","0.125","0.125","0.151","0.213","NA",""
"INTL.2-7-LBY-MK.A","        Libya","1.175","1.18","1.26","1.3","1.8","2","2.8","2.9","3","4.1","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.601","4.708","4.708","4.642","5.125","5.44","5.543","6.615","6.769","7.07","8.911","8.912","9.46","9.46","9.46","10.249","10.249","NA",""
"INTL.2-7-LTU-MK.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","5.577","4.947","4.949","4.949","4.949","4.949","4.949","4.948","4.973","4.976","5.728","5.737","4.556","4.563","4.604","4.639","4.681","3.56","3.5921","3.6653","4.234","4.323","4.037","3.587","3.665","3.326","NA",""
"INTL.2-7-LUX-MK.A","        Luxembourg","1.3","1.278","1.229","1.232","1.232","1.232","1.232","1.232","1.232","1.232","1.234","1.234","1.234","1.234","1.234","1.245","1.259","1.264","1.189","1.202","1.226","1.238","1.627","1.654","1.682","1.682","1.683","1.684","1.698","1.704","1.701","1.74","1.789","1.812","2.022","2.023","1.71","1.698","NA",""
"INTL.2-7-MAC-MK.A","        Macau","0.106","0.104","0.137","0.137","0.137","0.135","0.159","0.183","0.183","0.183","0.221","0.26","0.26","0.26","0.26","0.312","0.367","0.367","0.352","0.352","0.352","0.352","0.397","0.489","0.488","0.488","0.472","0.472","0.472","0.497","0.5","0.5","0.5","0.5","0.51","0.51","0.51","0.51","NA",""
"INTL.2-7-MDG-MK.A","        Madagascar","0.102","0.102","0.204","0.205","0.22","0.22","0.219","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.228","0.227","0.227","0.227","0.227","0.227","0.226","0.228","0.247","0.272","0.303","0.339","0.348","0.431","0.431","0.4791","0.4793","0.5464","0.5484","0.5734","0.6674","0.6754","0.6774","NA",""
"INTL.2-7-MWI-MK.A","        Malawi","0.146","0.146","0.161","0.158","0.158","0.17","0.185","0.185","0.185","0.185","0.185","0.185","0.185","0.185","0.185","0.189","0.244","0.246","0.242","0.242","0.254","0.315","0.315","0.311","0.311","0.314","0.314","0.314","0.299","0.299","0.3","0.316","0.317","0.369","0.371","0.376","0.376","0.403","NA",""
"INTL.2-7-MYS-MK.A","        Malaysia","3.089","3.142","3.318","3.679","4.028","4.173","4.601","4.822","4.917","4.967","5.037","6.06","6.7","6.857","9","10.6","12.5","13.541","13.606","12.696","14.116","15.169","16.027","20.476","24.792","23.707","23.062","23.53","23.933","26.066","27.831","29.178","29.184","30.13","30.269","30.988","33.589","34.467","NA",""
"INTL.2-7-MDV-MK.A","        Maldives","0.002","0.002","0.003","0.003","0.004","0.004","0.004","0.005","0.005","0.005","0.014","0.014","0.014","0.014","0.014","0.017","0.025","0.025","0.025","0.033","0.036","0.037","0.044","0.049","0.049","0.049","0.058","0.061","0.076","0.076","0.078","0.0794","0.083","0.083","0.105","0.275","0.278","0.28","NA",""
