Report generated on: 09-17-2020 15:54:42
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.57-4-UZB-TBPD.A","        Uzbekistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","2.14","0.32","11.62","15.66","18.26","16.74","11.46","0","0","0","0","0","0","0","0","0","0","15","20","30","27","27","27","0","","","",""
"INTL.57-4-VUT-TBPD.A","        Vanuatu","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"INTL.57-4-VEN-TBPD.A","        Venezuela","","","","","","","","1289.831","1263.116","1057.779","993.897","1017.342","828.676","931.424","1029.459","1013.485","963.452","1229.871","1379.014","1335.809","1619.559","1696.4","1819.9","1976.4","2285.602","2243.9","1923","2003.5","1942.181","1792.554","1646.852","1836","2243.9","2021.473","1835.022","1840.637","1697.004","1729.786","1785.234","1740.875","1856.555","1728.84","1872.431","1725.049","","","",""
"INTL.57-4-VNM-TBPD.A","        Vietnam","","","","","","","","0","0","0","0","0","0","0","0","13.62","29.8","53.318","78.662","109.069","126.759","138.587","153.669","174.338","193.552","243.898","298.863","298.426622131148","344.642056986301","322.080931506849","337.042126575342","388.626439617486","369.748847671233","340.16008739726","328.889148767123","308.047980054645","296.642250684932","216.616703561644","182.418040821918","183.007131693989","165.71646","180.55934630137","183.605533424658","157.615","","","",""
"INTL.57-4-WAK-TBPD.A","        Wake Island","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"INTL.57-4-ESH-TBPD.A","        Western Sahara","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"INTL.57-4-YEM-TBPD.A","        Yemen","","","","","","","","0","0","0","0","0","0","0","30.062","64.539","81.105","111.121","141.138","123.228","167.224","266.189","271.391","276.878","289.425","295.73","309.728","353.042","335.051","337.943","323.845","294.121","284.745","243.999","224.097","195.687","184.776","176.181","136.338","117.781","99.608","84.091","36.143","8.875","","","",""
"INTL.57-4-ZMB-TBPD.A","        Zambia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"INTL.57-4-ZWE-TBPD.A","        Zimbabwe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
"","crude oil including lease condensate reserves (billion b)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-6-WORL-BB.A","    World","","","","","","","","643.1245","650.282712","668.09135","666.096406","668.0876","699.2124","699.83806","699.0487","888.6104","907.118751","1001.501623","1000.047472","933.447448","940.315774","942.512702","944.068837","951.565234","1019.822506","1021.415751","1034.088765","1018.175308","1029.604472","1033.361564","1214.736942","1266.518673","1278.847752","1289.631634","1320.250415","1328.878077","1336.84432","1357.086395","1475.37497","1523.762835","1644.931109","1651.828296","1659.327022","1651.96714","1647.120994","1662.750647","1659.197906","NA"
"INTL.57-6-AFG-BB.A","        Afghanistan","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ALB-BB.A","        Albania","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.165","0.19813","0.19813","0.19914","0.19914","0.19914","0.19914","0.19914","0.1724","0.168332","0.168332","0.168332","0.168332","0.168332","0.168332","0.15"
"INTL.57-6-DZA-BB.A","        Algeria","","","","","","","","8.44","8.2","8.08","9.44","9.22","9","8.82","8.8","8.5","8.4","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","9.2","11.314","11.8","11.35","12.27","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2"
"INTL.57-6-ASM-BB.A","        American Samoa","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-AGO-BB.A","        Angola","","","","","","","","1.2","1.2","1.45","1.635","1.7","1.8","2","1.1494","1.149","2.024","2.024","2.074","1.818173","1.5","1.5","5.412212","5.412212","5.412212","5.412","5.412","5.412","5.412","5.412","5.412","5.412","5.412","5.412","8","9.035","9.04","9.5","9.5","9.5","10.47","9.06","9.011","8.423","8.273","9.523","8.384","8.16"
"INTL.57-6-ATA-BB.A","        Antarctica","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ATG-BB.A","        Antigua and Barbuda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ARG-BB.A","        Argentina","","","","","","","","2.4","2.457","2.65","2.59","2.4287","2.266","2.3","2.27","2.27","2.268","2.2799","2.28","1.569987","1.569987","1.569987","2.216787","2.225895","2.386366","2.5882","2.621178","2.753416","3.071195","2.9737","2.87868","2.8205","2.6745","2.32045","2.468","2.58675","2.616","2.5203","2.50468","2.50468","2.805244","2.82","2.354204","2.379702","2.184554","2.162207","2.016761","2.388841"
"INTL.57-6-ARM-BB.A","        Armenia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ABW-BB.A","        Aruba","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-AUS-BB.A","        Australia","","","","","","","","2.13","2.36","1.709","1.622077","1.586","1.4309","1.449","1.7128","1.69196","1.673089","1.6765","1.566163","1.5237","1.7679","1.614594","1.61472","1.56009","1.80018","1.80018","2.895","2.895","2.895","3.5","3.5","3.5","1.491","1.437","1.59179","1.5","1.5","3.318","3.318","1.42566","1.43325","1.43325","1.193","1.193","1.821","2.446","2.446","2.446"
"INTL.57-6-AUT-BB.A","        Austria","","","","","","","","0.1414","0.13","0.134","0.1282","0.122","0.1185","0.11","0.0763","0.105","0.1","0.065997","0.081443","0.084984","0.0932","0.09473","0.1008","0.1008","0.076486","0.09","0.08712","0.08568","0.08568","0.08568","0.08568","0.062","0.062","0.062","0.05","0.05","0.05","0.05","0.05","0.05","0.0467","0.0485","0.0475","0.0454","0.043","0.0412","0.038","0.037"
"INTL.57-6-AZE-BB.A","        Azerbaijan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","1.178","1.178","1.178","1.178","1.178","1.178","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"INTL.57-6-BHR-BB.A","        Bahrain","","","","","","","","0.24","0.225","0.209","0.197","0.185","0.17","0.155","0.14","0.14055","0.126","0.111708","0.09746","0.08349","0.069584","0.069584","0.21","0.21","0.21","0.21","0.16","0.14811","0.14811","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.12456","0.108","0.0946"
"INTL.57-6-BGD-BB.A","        Bangladesh","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","0.0005","0.0005","0.0005","0.0005","0.0005","0.0015","0.004","0.004","0.005439","0.005439","0.005439","0.056902","0.056902","0.056902","0.056902","0.0569","0.056","0.056","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028","0.028"
"INTL.57-6-BRB-BB.A","        Barbados","","","","","","","","0.0015","0.000837","0.00045","0.00073","0.0006","0.0006","0.0004","0.0005","0.00362","0.0033","0.00319","0.003083","0.003337","0.005892","0.003501","0.002784","0.002541","0.002411","0.002353","0.002353","0.003156","0.002508","0.002508","0.0025","0.002509","0.002509","0.0025","0.002852","0.0022","0.002171","0.001789","0.001789","0.002259","0.002259","0.00284","0.002526","0.002315","0.002082","0.002534","0.002356","0.002123"
"INTL.57-6-BLR-BB.A","        Belarus","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198","0.198"
"INTL.57-6-BEL-BB.A","        Belgium","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BLZ-BB.A","        Belize","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067","0.0067"
"INTL.57-6-BEN-BB.A","        Benin","","","","","","","","NA","NA","NA","NA","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.0199","0.0199","0.0199","0.027","0.0289","0.0289","0.00821","0.00821","0.00821","0.00821","0.00821","0.00821","0.00821","0.00821","0.00821","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008"
"INTL.57-6-BMU-BB.A","        Bermuda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BTN-BB.A","        Bhutan","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BOL-BB.A","        Bolivia","","","","","","","","0.15","0.112","0.104","0.18","0.1605","0.158","0.154","0.149","0.156","0.1762","0.182","0.119182","0.119","0.112136","0.108392","0.138874","0.138874","0.131931","0.131931","0.131931","0.131931","0.3965","0.4405","0.4405","0.4405","0.4405","0.4405","0.44","0.465","0.465","0.465","0.465","0.2098","0.2098","0.2098","0.21145","0.21145","0.21145","0.21145","0.21145","0.2409"
"INTL.57-6-BIH-BB.A","        Bosnia and Herzegovina","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BWA-BB.A","        Botswana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BRA-BB.A","        Brazil","","","","","","","","1.22","1.3","1.32506","1.75","1.8","1.976","2.07","2.25","2.34","2.55","2.816","2.84","2.800349","3.03","3.6","3.797","4.2","4.8","4.8","7.106196","7.357476","8.1","8.464744","8.3217","8.5","10.6","11.2433","11.77264","12.18162","12.6239","12.8015","12.857","13.98671","13.1542","15.0499","15.5444","16.1841","12.9998","12.6337","12.83506","13.23853"
"INTL.57-6-VGB-BB.A","        British Virgin Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-BRN-BB.A","        Brunei","","","","","","","","1.8","1.71","1.63","1.24","1.39","1.4","1.48","1.4209","1.42","1.4","1.375","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.35","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1"
"INTL.57-6-BGR-BB.A","        Bulgaria","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015"
"INTL.57-6-BFA-BB.A","        Burkina Faso","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-MMR-BB.A","        Burma","","","","","","","","0.025","0.03","0.028","0.032","0.03","0.028","0.0655","0.058","0.058","0.054","0.0513","0.051","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.139","0.139","0.139","0.139"
"INTL.57-6-BDI-BB.A","        Burundi","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-CPV-BB.A","        Cabo Verde","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-KHM-BB.A","        Cambodia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-CMR-BB.A","        Cameroon","","","","","","","","0.14","0.2","0.48","0.53","0.52","0.55","0.555","0.54","0.52","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"INTL.57-6-CAN-BB.A","        Canada","","","","","","","","6.8","6.4","7.3","7.02","6.73","7.075","6.5","6.85","6.825","6.785514","6.133495","5.782949","5.587798","5.29163","5.095551","5.037984","4.89846","4.893642","4.839189","4.930827","4.930827","4.706104","4.858","180.021","178.893","178.8","178.7924","179.21","178.592","178.092","175.214","175.214","173.625225","173.105194","173.2","172.4809","170.863","169.708702","170.54","167.401306","167.896"
"INTL.57-6-CYM-BB.A","        Cayman Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-CAF-BB.A","        Central African Republic","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-TCD-BB.A","        Chad","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"INTL.57-6-CHL-BB.A","        Chile","","","","","","","","0.4","0.4","0.79","0.76","0.748","0.736","0.726","0.29","0.29","0.287","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"INTL.57-6-CHN-BB.A","        China","","","","","","","","20","20.5","19.895","19.485","19.1","19.1","18.42","18.4","18.4","23.55","24","24","24","24","24","24","24","24","24","24","24","24","24","18.25","18.25","18.25","18.25","16","16","16","20.35","20.35","20.35","23.7168","24.3756","24.648842","25.132122","25.62","25.62732","25.92744","26.15436"
